Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units
120,Mother Arnetta Crawford Apartments,1500,HOE AVENUE,2,New Construction,HDC,3,1196,7,3,43132,45360,4,43132,50340,5,43132,54420,6,43132,58440,,,,,,,45988,11/21/14,2014,11/17/15,
121,TPT Homes in Harlem Phase 1,152,WEST 124 STREET,1,New Construction,HPD,0,1234,6,1,48113,73500,,,,,,,,,,,,,,,,28887,11/28/14,2014,9/23/16,
121,TPT Homes in Harlem Phase 1,152,WEST 124 STREET,1,New Construction,HPD,1,1554,1,1,60150,73500,2,60150,84000,,,,,,,,,,,,,28887,11/28/14,2014,9/23/16,
121,TPT Homes in Harlem Phase 1,152,WEST 124 STREET,1,New Construction,HPD,2,1875,4,2,72263,84000,3,72263,94500,4,72263,104875,,,,,,,,,,28887,11/28/14,2014,9/23/16,
121,TPT Homes in Harlem Phase 1,152,WEST 124 STREET,1,New Construction,HPD,2,2165,2,2,83138,84000,3,83138,94500,4,83138,104875,,,,,,,,,,28887,11/28/14,2014,9/23/16,
122,25 Woodbine LLC,25,WOODBINE STREET,3,New Construction,HPD,1,1004,2,1,34423,40320,2,34423,40320,,,,,,,,,,,,,30986,12/2/14,2014,5/21/15,
123,530 West 45th Street,530,West 45 Street,1,New Construction,HPD,2,2460,10,2,86435,89640,3,86435,100845,4,86435,112050,,,,,,,,,,40597,7/21/12,2012,6/16/16,
123,530 West 45th Street,530,West 45 Street,1,New Construction,HPD,2,3020,30,2,105635,109560,3,105635,123255,4,105635,136950,,,,,,,,,,40597,7/21/12,2012,6/16/16,
123,530 West 45th Street,530,West 45 Street,1,New Construction,HPD,3,3483,5,3,122058,123255,4,122058,136950,5,122058,148005,6,122058,158895,,,,,,,40597,7/21/12,2012,6/16/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,1,845,47,1,30686,35280,2,30686,40320,,,,,,,,,,,,,52938,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,1,1214,28,1,43338,58800,2,43338,67200,,,,,,,,,,,,,52938,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,2,1026,72,2,36960,40320,3,36960,45360,4,36960,50340,,,,,,,,,,52938,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,2,1470,37,2,52183,67200,3,52183,75600,4,52183,83900,,,,,,,,,,52938,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,3,1179,12,3,42549,45360,4,42549,50340,5,42549,54420,6,42549,58440,,,,,,,52938,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,3,1692,5,3,60138,75600,4,60138,83900,5,60138,90700,6,60138,97400,,,,,,,52938,12/17/14,2014,11/3/16,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,0,494,5,1,18618,23520,,,,,,,,,,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,0,640,5,1,23623,29400,,,,,,,,,,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,1,533,13,1,19989,23520,2,19989,26880,,,,,,,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,1,689,13,1,25338,29400,2,25338,33600,,,,,,,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,1,844,22,1,30652,35280,2,30652,40320,,,,,,,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,2,648,12,2,24000,26880,3,24000,30240,4,24000,33560,,,,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,2,835,12,2,30412,33600,3,30412,37800,4,30412,41950,,,,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,2,1022,36,2,36823,40320,3,36823,45360,4,36823,50340,,,,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,3,743,4,3,27600,30240,4,27600,33560,5,27600,36280,6,27600,38960,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,3,959,4,3,36006,37800,4,36006,41950,5,36006,45350,6,36006,48700,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,3,1175,14,3,42412,45360,4,42412,50340,5,42412,54420,6,42412,58440,,,,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,4,835,1,4,30858,33560,5,30858,36280,6,30858,38960,7,30858,41460,8,30858,44320,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,4,1076,1,4,39120,41950,5,39120,45350,6,39120,48700,7,39120,52050,8,39120,55400,,,,73220,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,4,1317,2,4,47383,50340,5,47383,54420,6,47383,58440,7,47383,62460,8,47383,66480,,,,73220,12/19/14,2014,12/15/15,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,0,494,10,1,18618,23520,,,,,,,,,,,,,,,,58239,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,0,785,18,1,28595,35280,,,,,,,,,,,,,,,,58239,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,1,533,14,1,19989,23520,2,19989,26880,,,,,,,,,,,,,58239,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,1,844,33,1,30652,35280,2,30652,40320,,,,,,,,,,,,,58239,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,2,648,4,2,24000,26880,3,24000,30240,4,24000,33560,,,,,,,,,,58239,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,2,1022,55,2,36823,40320,3,36823,45360,4,36823,50340,,,,,,,,,,58239,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,3,743,1,3,27600,30240,4,27600,33560,5,27600,36280,6,27600,38960,,,,,,,58239,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,3,1175,5,3,42412,45360,4,42412,50340,5,42412,54420,6,42412,58440,,,,,,,58239,12/25/14,2014,12/27/16,
132,1238 Decatur Street,1238,DECATUR STREET,3,New Construction,HPD,1,918,1,1,31475,35280,2,31475,40320,,,,,,,,,,,,,32453,12/17/14,2014,4/1/17,
132,1238 Decatur Street,1238,DECATUR STREET,3,New Construction,HPD,2,1034,2,2,35452,40320,3,35452,45360,4,35452,50340,,,,,,,,,,32453,12/17/14,2014,4/1/17,
133,200 East 39th Street,200,EAST 39 STREET,1,New Construction,HPD,0,847,5,1,30720,35280,,,,,,,,,,,,,,,,85789,1/15/15,2015,6/1/16,
133,200 East 39th Street,200,EAST 39 STREET,1,New Construction,HPD,1,909,11,1,32880,35280,2,32880,40320,,,,,,,,,,,,,85789,1/15/15,2015,6/1/16,
133,200 East 39th Street,200,EAST 39 STREET,1,New Construction,HPD,2,1101,3,2,39532,40320,3,39532,45360,4,39532,50340,,,,,,,,,,85789,1/15/15,2015,6/1/16,
134,1223 Broadway,1223,BROADWAY,3,New Construction,HPD,1,925,1,1,31715,35280,2,31715,40320,,,,,,,,,,,,,33303,1/22/15,2015,9/15/18,
134,1223 Broadway,1223,BROADWAY,3,New Construction,HPD,2,1040,1,2,35658,40320,3,35658,45360,4,35658,50340,,,,,,,,,,33303,1/22/15,2015,9/15/18,
135,88 Jefferson Street,88,JEFFERSON STREET,3,New Construction,HPD,2,1071,3,2,38946,40320,3,38946,45360,4,38946,50340,,,,,,,,,,29557,2/9/15,2015,2/10/16,
136,40 Riverside Boulevard,40,RIVERSIDE BOULEVARD,1,New Construction,HPD,0,833,10,1,30240,35280,,,,,,,,,,,,,,,,88526,2/18/15,2015,12/1/16,
136,40 Riverside Boulevard,40,RIVERSIDE BOULEVARD,1,New Construction,HPD,1,895,15,1,32400,35280,2,32400,40320,,,,,,,,,,,,,88526,2/18/15,2015,12/1/16,
136,40 Riverside Boulevard,40,RIVERSIDE BOULEVARD,1,New Construction,HPD,2,1082,30,2,38880,40320,3,38880,45360,4,38880,50340,,,,,,,,,,88526,2/18/15,2015,12/1/16,
138,Prospero Hall,100,EAST 118 STREET,1,New Construction,HPD,0,539,32,1,23520,35280,,,,,,,,,,,,,,,,66146,3/4/15,2015,4/22/16,
139,296 Throop Avenue,296,THROOP AVENUE,3,New Construction,HPD,1,947,2,1,32469,36300,2,32469,41460,,,,,,,,,,,,,31831,3/20/15,2015,5/1/18,
141,Soundview Family Housing,401,BRONX RIVER AVENUE,2,New Construction,HDC,1,861,19,1,30926,36300,2,30926,41460,,,,,,,,,,,,,50412,4/1/15,2015,10/12/16,
141,Soundview Family Housing,401,BRONX RIVER AVENUE,2,New Construction,HDC,2,1042,62,2,37166,41460,3,37166,46620,4,37166,51780,,,,,,,,,,50412,4/1/15,2015,10/12/16,
141,Soundview Family Housing,401,BRONX RIVER AVENUE,2,New Construction,HDC,3,1196,14,3,42892,46620,4,42892,51780,5,42892,55980,6,42892,60120,,,,,,,50412,4/1/15,2015,10/12/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,0,565,3,1,20743,24200,,,,,,,,,,,,,,,,104272,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,0,716,12,1,25920,30250,,,,,,,,,,,,,,,,104272,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,1,600,7,1,21978,24200,2,21978,27640,,,,,,,,,,,,,104272,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,1,769,34,1,27772,30250,2,27772,34550,,,,,,,,,,,,,104272,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,2,700,2,2,25440,27640,3,25440,31080,4,25440,34520,,,,,,,,,,104272,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,2,900,6,2,32298,34550,3,32298,38850,4,32298,43150,,,,,,,,,,104272,3/31/15,2015,12/16/16,
144,60 Jefferson Street,60,JEFFERSON STREET,3,New Construction,HPD,1,926,2,1,33772,36300,2,33772,41460,,,,,,,,,,,,,31366,4/3/15,2015,1/1/17,
145,1802 Crotona Avenue,1802,CROTONA AVENUE,2,New Construction,HPD,1,942,5,1,32297,36300,2,32297,41460,,,,,,,,,,,,,29418,4/2/15,2015,2/1/16,
145,1802 Crotona Avenue,1802,CROTONA AVENUE,2,New Construction,HPD,2,1060,6,2,36342,41460,3,36342,46620,4,36342,51780,,,,,,,,,,29418,4/2/15,2015,2/1/16,
146,207 West 115th Street,207,WEST 115 STREET,1,New Construction,HPD,1,675,9,1,30755,36300,2,30755,41460,,,,,,,,,,,,,51162,4/8/15,2015,9/1/16,
146,207 West 115th Street,207,WEST 115 STREET,1,New Construction,HPD,2,755,1,2,34526,41460,3,34526,46620,4,34526,51780,,,,,,,,,,51162,4/8/15,2015,9/1/16,
147,1016 Washington Avenue,1016,WASHINGTON AVENUE,2,New Construction,HDC,0,755,8,1,27840,36240,,,,,,,,,,,,,,,,53198,4/10/15,2015,9/27/16,
147,1016 Washington Avenue,1016,WASHINGTON AVENUE,2,New Construction,HDC,1,812,24,1,29863,36300,2,29863,38976,,,,,,,,,,,,,53198,4/10/15,2015,9/27/16,
147,1016 Washington Avenue,1016,WASHINGTON AVENUE,2,New Construction,HDC,2,988,28,2,35932,41460,3,35932,46620,4,35932,47424,,,,,,,,,,53198,4/10/15,2015,9/27/16,
147,1016 Washington Avenue,1016,WASHINGTON AVENUE,2,New Construction,HDC,3,1134,4,3,41383,46620,4,41383,51780,5,41383,54432,6,41383,54432,,,,,,,53198,4/10/15,2015,9/27/16,
148,570 Willoughby Avenue,570,WILLOUGHBY AVENUE,3,New Construction,HPD,0,703,1,1,25475,30250,,,,,,,,,,,,,,,,35103,4/10/15,2015,12/1/15,
148,570 Willoughby Avenue,570,WILLOUGHBY AVENUE,3,New Construction,HPD,1,756,1,1,27326,30250,2,27326,34550,,,,,,,,,,,,,35103,4/10/15,2015,12/1/15,
148,570 Willoughby Avenue,570,WILLOUGHBY AVENUE,3,New Construction,HPD,1,978,3,1,34938,39325,2,34938,44915,,,,,,,,,,,,,35103,4/10/15,2015,12/1/15,
148,570 Willoughby Avenue,570,WILLOUGHBY AVENUE,3,New Construction,HPD,2,1185,3,2,42069,44915,3,42069,50505,4,42069,56095,,,,,,,,,,35103,4/10/15,2015,12/1/15,
149,490 Myrtle Avenue,490,MYRTLE AVENUE,3,New Construction,HPD,0,816,5,1,29932,36300,,,,,,,,,,,,,,,,70317,4/11/15,2015,5/15/17,
149,490 Myrtle Avenue,490,MYRTLE AVENUE,3,New Construction,HPD,1,877,7,1,32092,36300,2,32092,41460,,,,,,,,,,,,,70317,4/11/15,2015,5/15/17,
149,490 Myrtle Avenue,490,MYRTLE AVENUE,3,New Construction,HPD,2,1064,7,2,38538,41460,3,38538,46620,4,38538,51780,,,,,,,,,,70317,4/11/15,2015,5/15/17,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,0,500,6,1,18515,24200,,,,,,,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,0,651,6,1,23692,30250,,,,,,,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,0,801,10,1,28835,36300,,,,,,,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,1,538,22,1,19852,24200,2,19852,27640,,,,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,1,699,22,1,25372,30250,2,25372,34550,,,,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,1,861,44,1,30926,36300,2,30926,41460,,,,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,2,655,22,2,23898,24640,3,23898,31080,4,23898,34520,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,2,849,22,2,30549,34550,3,30549,38850,4,30549,43150,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,2,1042,47,2,37166,41460,3,37166,46620,4,37166,51780,,,,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,3,749,5,3,27566,31080,4,27566,34520,5,27566,37320,6,27566,40080,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,3,972,5,3,35212,38850,4,35212,43150,5,35212,46650,6,35212,50100,,,,,,,61265,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,3,1196,12,3,42892,46620,4,42892,51780,5,42892,55980,6,42892,60120,,,,,,,61265,5/1/15,2015,8/17/16,
171,West Tremont Residences,92,WEST TREMONT AVENUE,2,New Construction,HPD,1,378,2,1,15237,18150,2,15237,20750,,,,,,,,,,,,,46247,5/1/15,2015,2/1/16,
171,West Tremont Residences,92,WEST TREMONT AVENUE,2,New Construction,HPD,1,522,11,1,20473,24200,2,20473,27640,,,,,,,,,,,,,46247,5/1/15,2015,2/1/16,
171,West Tremont Residences,92,WEST TREMONT AVENUE,2,New Construction,HPD,1,666,19,1,25710,30250,2,25710,34550,,,,,,,,,,,,,46247,5/1/15,2015,2/1/16,
171,West Tremont Residences,92,WEST TREMONT AVENUE,2,New Construction,HPD,1,810,18,1,30946,36300,2,30946,41460,,,,,,,,,,,,,46247,5/1/15,2015,2/1/16,
172,605 West 42nd Street,605,WEST 42 STREET,1,New Construction,HPD,0,868,70,1,31132,36300,,,,,,,,,,,,,,,,90966,5/13/15,2015,4/12/18,
172,605 West 42nd Street,605,WEST 42 STREET,1,New Construction,HPD,1,931,120,1,33326,36300,2,33326,41460,,,,,,,,,,,,,90966,5/13/15,2015,4/12/18,
172,605 West 42nd Street,605,WEST 42 STREET,1,New Construction,HPD,2,1124,45,2,39978,41460,3,39978,46620,4,39978,51780,,,,,,,,,,90966,5/13/15,2015,4/12/18,
173,169-30 Baisley Boulevard,169-30,BAISLEY BOULEVARD,4,New Construction,HPD,1,693,6,1,26332,30250,2,26332,30250,,,,,,,,,,,,,57994,5/15/15,2015,8/11/16,
173,169-30 Baisley Boulevard,169-30,BAISLEY BOULEVARD,4,New Construction,HPD,1,851,25,1,31749,36300,2,31749,41460,,,,,,,,,,,,,57994,5/15/15,2015,8/11/16,
173,169-30 Baisley Boulevard,169-30,BAISLEY BOULEVARD,4,New Construction,HPD,2,842,5,2,31646,34550,3,31646,38850,4,31646,43150,,,,,,,,,,57994,5/15/15,2015,8/11/16,
173,169-30 Baisley Boulevard,169-30,BAISLEY BOULEVARD,4,New Construction,HPD,2,1031,17,2,38126,41460,3,38126,46620,4,38126,51780,,,,,,,,,,57994,5/15/15,2015,8/11/16,
174,37A Cooper Street,37A,COOPER STREET,3,New Construction,HPD,0,820,1,1,28115,36300,,,,,,,,,,,,,,,,30894,5/20/15,2015,4/1/16,
174,37A Cooper Street,37A,COOPER STREET,3,New Construction,HPD,1,940,1,1,32229,36300,2,32229,41460,,,,,,,,,,,,,30894,5/20/15,2015,4/1/16,
175,331 East Houston Street,331,EAST HOUSTON STREET,1,New Construction,HPD,0,847,5,1,30412,36300,,,,,,,,,,,,,,,,52569,6/8/15,2015,6/1/16,
175,331 East Houston Street,331,EAST HOUSTON STREET,1,New Construction,HPD,1,909,8,1,32572,36300,2,32572,41460,,,,,,,,,,,,,52569,6/8/15,2015,6/1/16,
175,331 East Houston Street,331,EAST HOUSTON STREET,1,New Construction,HPD,2,1101,3,2,39189,41460,3,39189,46620,4,39189,51780,,,,,,,,,,52569,6/8/15,2015,6/1/16,
178,423 East 117 Street,423,EAST 117 STREET,1,New Construction,HPD,0,776,1,1,26606,36300,,,,,,,,,,,,,,,,34419,6/12/15,2015,NA,
178,423 East 117 Street,423,EAST 117 STREET,1,New Construction,HPD,1,889,1,1,30480,36300,2,30480,41460,,,,,,,,,,,,,34419,6/12/15,2015,NA,
181,Arthur Avenue Apartments,600,EAST 181 STREET,2,New Construction,HDC,0,655,27,1,23829,30250,,,,,,,,,,,,,,,,53696,7/2/15,2015,12/27/16,
181,Arthur Avenue Apartments,600,EAST 181 STREET,2,New Construction,HDC,1,847,8,1,30446,36300,2,30446,41460,,,,,,,,,,,,,53696,7/2/15,2015,12/27/16,
181,Arthur Avenue Apartments,600,EAST 181 STREET,2,New Construction,HDC,2,1024,5,2,36549,41460,3,36549,46620,4,36549,51780,,,,,,,,,,53696,7/2/15,2015,12/27/16,
181,Arthur Avenue Apartments,600,EAST 181 STREET,2,New Construction,HDC,3,1176,2,3,42206,46620,4,42206,51780,5,42206,55980,6,42206,60120,,,,,,,53696,7/2/15,2015,12/27/16,
182,382 Lefferts Avenue,382,LEFFERTS AVENUE,3,New Construction,HPD,0,1909,5,1,67406,96800,,,,,,,,,,,,,,,,43618,7/22/15,2015,1/4/18,
182,382 Lefferts Avenue,382,LEFFERTS AVENUE,3,New Construction,HPD,1,2047,28,1,72206,96800,2,72206,110560,,,,,,,,,,,,,43618,7/22/15,2015,1/4/18,
182,382 Lefferts Avenue,382,LEFFERTS AVENUE,3,New Construction,HPD,2,2465,13,2,86572,110560,3,86572,124320,4,86572,138080,,,,,,,,,,43618,7/22/15,2015,1/4/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,0,500,2,1,18515,24200,,,,,,,,,,,,,,,,87754,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,0,651,13,1,23692,30250,,,,,,,,,,,,,,,,87754,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,0,1621,61,1,56949,99825,,,,,,,,,,,,,,,,87754,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,1,538,5,1,19852,24200,2,19852,27640,,,,,,,,,,,,,87754,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,1,699,15,1,25372,30250,2,25372,34550,,,,,,,,,,,,,87754,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,1,2038,59,1,71280,99825,2,71280,114015,,,,,,,,,,,,,87754,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,2,655,1,2,23898,27640,3,23898,31080,4,23898,34520,,,,,,,,,,87754,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,2,849,14,2,30549,34550,3,30549,38850,4,30549,43150,,,,,,,,,,87754,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,2,2455,30,2,85612,114015,3,85612,128205,4,85612,142395,,,,,,,,,,87754,7/26/15,2015,1/8/18,
186,331 Saratoga Avenue,331,SARATOGA AVENUE,3,New Construction,HPD,1,689,5,1,25029,30250,2,25029,34550,,,,,,,,,,,,,55019,8/5/15,2015,6/17/16,
186,331 Saratoga Avenue,331,SARATOGA AVENUE,3,New Construction,HPD,1,844,8,1,30343,30300,2,30343,41460,,,,,,,,,,,,,55019,8/5/15,2015,6/17/16,
186,331 Saratoga Avenue,331,SARATOGA AVENUE,3,New Construction,HPD,2,835,11,2,30069,34550,3,30069,38850,4,30069,43150,,,,,,,,,,55019,8/5/15,2015,6/17/16,
186,331 Saratoga Avenue,331,SARATOGA AVENUE,3,New Construction,HPD,2,1022,15,2,36480,41460,3,36480,46620,4,36480,51780,,,,,,,,,,55019,8/5/15,2015,6/17/16,
187,880 Macon Street,880,MACON STREET,3,New Construction,HPD,2,1071,2,2,36720,41460,3,36720,46620,4,36720,51780,,,,,,,,,,23137,8/18/15,2015,8/1/17,
188,65 Park Place,65,PARK PLACE,3,New Construction,HPD,1,945,2,1,32400,36300,2,32400,41460,,,,,,,,,,,,,36736,9/17/15,2015,7/1/18,
188,65 Park Place,65,PARK PLACE,3,New Construction,HPD,2,1070,2,2,36686,41460,3,36686,46620,4,36686,51780,,,,,,,,,,36736,9/17/15,2015,7/1/18,
189,My Micro NY,335,EAST 27TH STREET,1,New Construction,HPD,0,950,11,1,34526,48350,2,34526,55250,,,,,,,,,,,,,60568,9/1/15,2015,7/31/16,
189,My Micro NY,335,EAST 27TH STREET,1,New Construction,HPD,0,1492,3,1,53109,78650,2,53109,89830,,,,,,,,,,,,,60568,9/1/15,2015,7/31/16,
193,535W43,546,WEST 44 STREET,1,New Construction,HPD,0,833,22,1,29932,36300,,,,,,,,,,,,,,,,80952,9/8/15,2015,7/24/18,
193,535W43,546,WEST 44 STREET,1,New Construction,HPD,0,1126,1,1,39978,48350,,,,,,,,,,,,,,,,80952,9/8/15,2015,7/24/18,
193,535W43,546,WEST 44 STREET,1,New Construction,HPD,1,895,23,1,32092,36300,2,32092,41460,,,,,,,,,,,,,80952,9/8/15,2015,7/24/18,
193,535W43,546,WEST 44 STREET,1,New Construction,HPD,1,1208,3,1,42823,48350,2,42823,55250,,,,,,,,,,,,,80952,9/8/15,2015,7/24/18,
193,535W43,546,WEST 44 STREET,1,New Construction,HPD,2,1082,11,2,38538,41460,3,38538,46620,4,38538,51780,,,,,,,,,,80952,9/8/15,2015,7/24/18,
193,535W43,546,WEST 44 STREET,1,New Construction,HPD,2,1458,2,2,51429,55250,3,51429,62150,4,51429,69050,,,,,,,,,,80952,9/8/15,2015,7/24/18,
194,21 West End Avenue APTS,21,WEST END AVENUE,1,New Construction,HPD,0,565,5,1,20743,24200,,,,,,,,,,,,,,,,95431,9/10/15,2015,12/31/17,
194,21 West End Avenue APTS,21,WEST END AVENUE,1,New Construction,HPD,0,716,31,1,25920,30250,,,,,,,,,,,,,,,,95431,9/10/15,2015,12/31/17,
194,21 West End Avenue APTS,21,WEST END AVENUE,1,New Construction,HPD,1,607,9,1,22217,24200,2,22217,27640,,,,,,,,,,,,,95431,9/10/15,2015,12/31/17,
194,21 West End Avenue APTS,21,WEST END AVENUE,1,New Construction,HPD,1,769,54,1,27771,30250,2,27771,34550,,,,,,,,,,,,,95431,9/10/15,2015,12/31/17,
194,21 West End Avenue APTS,21,WEST END AVENUE,1,New Construction,HPD,2,735,4,2,26640,27640,3,26640,31080,4,26640,34520,,,,,,,,,,95431,9/10/15,2015,12/31/17,
194,21 West End Avenue APTS,21,WEST END AVENUE,1,New Construction,HPD,2,929,19,2,33291,34550,3,33291,38850,4,33291,43150,,,,,,,,,,95431,9/10/15,2015,12/31/17,
194,21 West End Avenue APTS,21,WEST END AVENUE,1,New Construction,HPD,3,843,1,3,30789,31080,4,30789,34520,5,30789,37320,6,30789,40080,,,,,,,95431,9/10/15,2015,12/31/17,
194,21 West End Avenue APTS,21,WEST END AVENUE,1,New Construction,HPD,3,1067,4,3,38469,38850,4,38469,43150,5,38469,46650,6,38469,50100,,,,,,,95431,9/10/15,2015,12/31/17,
195,223 N 8th Street,223,NORTH 8 STREET,3,New Construction,HPD,0,833,6,1,29932,36300,,,,,,,,,,,,,,,,39989,9/18/15,2015,9/15/16,
195,223 N 8th Street,223,NORTH 8 STREET,3,New Construction,HPD,1,895,10,1,32092,36300,2,32092,41460,,,,,,,,,,,,,39989,9/18/15,2015,9/15/16,
195,223 N 8th Street,223,NORTH 8 STREET,3,New Construction,HPD,2,1082,3,2,38538,41460,3,38538,46620,4,38538,51780,,,,,,,,,,39989,9/18/15,2015,9/15/16,
196,COMPASS RESIDENCES 1A AND 1B,1512,BOONE AVENUE,2,New Construction,HDC,0,801,12,1,28835,36300,,,,,,,,,,,,,,,,47367,9/20/15,2015,11/7/16,
196,COMPASS RESIDENCES 1A AND 1B,1512,BOONE AVENUE,2,New Construction,HDC,0,975,3,1,34800,48350,,,,,,,,,,,,,,,,47367,9/20/15,2015,11/7/16,
196,COMPASS RESIDENCES 1A AND 1B,1512,BOONE AVENUE,2,New Construction,HDC,0,975,2,1,34800,54450,,,,,,,,,,,,,,,,47367,9/20/15,2015,11/7/16,
